Postcode,House,Semi-detached,Apartment,Other dwelling,"No bedrooms (studios, etc)",1 bedroom,2 bedrooms,3 bedrooms,4 bedrooms,5 bedrooms,6 or more bedrooms,Couple with no children,Couple with children,One parent with children,Other family,Sole person household,Group household,People with Mental Health Conditions,Total People,State
4489,42,0,0,3,0,9,7,14,10,0,6,11,12,10,0,17,8,3,78,3: Queensland
4490,1137,56,4,41,17,167,316,474,177,49,38,328,251,154,16,509,34,107,1508,3: Queensland
4491,66,0,0,0,0,6,25,20,13,0,6,34,15,6,0,29,3,8,94,3: Queensland
4492,164,0,12,16,0,16,63,83,30,12,6,52,59,10,0,94,0,14,322,3: Queensland
4493,10,0,0,0,0,0,8,0,0,0,0,7,0,0,0,0,0,0,19,3: Queensland
4494,98,0,0,0,0,10,6,30,36,20,6,26,22,18,0,32,0,5,160,3: Queensland
4496,137,0,0,6,0,6,25,52,30,18,3,32,34,12,0,52,0,7,208,3: Queensland
4497,199,18,0,0,0,6,32,74,68,23,14,52,91,6,8,49,14,20,315,3: Queensland
4498,108,0,0,0,0,0,14,30,38,24,0,30,50,12,0,26,0,0,188,3: Queensland
4500,26760,4227,460,0,31,660,3017,13543,13260,2371,545,8652,12587,4436,439,6748,918,5283,45656,3: Queensland
4501,3200,1128,276,13,8,263,1071,2857,837,156,43,1122,1199,910,72,1753,259,868,5905,3: Queensland
4502,5451,498,339,0,5,170,601,3180,2274,366,45,1850,2242,906,67,1402,223,1161,8722,3: Queensland
4503,27369,9306,345,509,124,1337,3716,19831,14584,1937,379,10624,13147,6791,510,9993,1573,6379,52483,3: Queensland
4504,12389,479,27,0,10,100,267,2989,7968,1419,276,3219,6231,1840,108,1519,235,2353,20910,3: Queensland
4505,15754,2187,93,71,24,394,2531,6085,8184,1364,472,5632,6323,2550,177,4073,556,2988,26144,3: Queensland
4506,14253,2876,260,0,7,456,2001,7179,7781,941,285,4933,5325,3448,241,4188,810,3384,25306,3: Queensland
4507,13960,3399,1163,549,113,1353,5144,8415,5120,730,114,9030,2457,1759,151,7683,573,2341,20612,3: Queensland
4508,11978,1376,621,247,28,443,2060,7672,3945,639,148,3735,3805,2765,233,4294,514,2754,19573,3: Queensland
4509,19672,4455,650,0,3,436,2262,8888,13632,1680,172,6056,11725,4073,229,4584,706,3610,37952,3: Queensland
4510,32839,5333,1014,297,180,2267,5686,15884,15605,1829,522,11370,10872,6923,529,11443,1730,7591,55940,3: Queensland
4511,6783,555,132,344,38,195,946,2979,3397,398,116,3328,1869,925,63,1952,192,1120,9929,3: Queensland
4512,2178,14,10,3,0,42,123,617,1024,292,98,745,934,195,14,270,62,332,3677,3: Queensland
4514,4809,80,10,44,18,134,538,1874,1870,370,133,1692,1614,522,46,970,139,732,8605,3: Queensland
4515,2987,31,8,30,10,49,438,1376,908,184,48,1047,915,320,16,700,110,374,4467,3: Queensland
4516,2561,0,32,20,0,16,96,618,1335,399,127,822,1211,237,17,284,45,392,4290,3: Queensland
4517,689,4,0,6,0,10,144,253,242,22,10,247,203,54,0,187,14,99,941,3: Queensland
4518,3754,41,24,0,12,49,225,1418,1720,296,80,1364,1294,432,18,617,132,569,5601,3: Queensland
4519,5806,245,455,88,52,144,714,2853,2593,379,114,2117,2179,937,74,1486,198,1104,9477,3: Queensland
4520,8627,89,97,10,23,183,608,1895,3957,1609,607,3049,4051,641,30,1023,129,1090,13885,3: Queensland
4521,3457,11,4,15,22,82,275,1182,1377,402,112,1308,1338,218,24,579,60,500,5174,3: Queensland
4550,3132,206,33,162,41,131,410,1488,1237,221,76,1184,1192,453,30,724,127,537,4908,3: Queensland
4551,37376,7202,7233,446,192,2239,12753,22413,17861,2827,509,19430,15015,6631,524,16222,1956,6536,68286,3: Queensland
4552,6701,227,61,183,41,340,1207,3257,1910,397,110,3016,1448,736,43,1982,210,859,9019,3: Queensland
4553,6556,229,56,7,20,90,389,2423,3273,561,165,1955,2988,794,98,910,296,907,10748,3: Queensland
4554,1209,0,0,0,6,58,159,390,356,144,78,396,476,122,6,188,32,174,2000,3: Queensland
4555,4933,370,74,0,54,146,682,1938,2075,497,140,1751,1850,623,42,1149,169,720,7723,3: Queensland
4556,25268,5750,3480,0,117,1023,7516,13764,12895,2722,622,12235,10971,3994,298,10063,1597,4083,47150,3: Queensland
4557,9083,1373,4604,96,89,724,4608,6516,5162,775,94,4962,4816,2498,159,4735,1075,1709,20161,3: Queensland
4558,8267,4435,6524,208,131,1717,9245,10002,2951,465,102,8172,3643,2561,273,8728,1716,2341,23327,3: Queensland
4559,4616,216,25,223,58,212,838,1629,1749,484,156,1596,1936,550,22,1146,133,693,7444,3: Queensland
4560,22096,3796,1401,275,212,1453,5800,11969,8270,1511,528,9370,8019,3676,244,8126,947,4249,36706,3: Queensland
4561,5359,150,204,105,53,270,681,2094,2148,506,169,1967,2195,597,47,1057,191,781,8637,3: Queensland
4562,5738,36,73,3,44,161,529,1993,2237,658,241,2112,2232,575,34,797,171,653,8793,3: Queensland
4563,6793,61,388,21,55,279,1266,2773,2442,454,134,2857,2023,707,48,1702,178,861,9826,3: Queensland
4564,5637,1907,1504,69,66,370,2709,4741,2396,353,58,4081,2282,1171,97,2812,467,1020,11659,3: Queensland
4565,9923,1009,478,78,103,838,1745,5195,3517,611,152,4118,2902,1321,61,3516,456,1398,15033,3: Queensland
4566,4517,2118,779,22,58,244,2459,3315,2248,404,28,3605,1460,726,39,2787,265,612,8716,3: Queensland
4567,6372,1472,1483,0,16,253,2867,4259,2751,497,79,4027,2415,1043,65,2718,578,718,11979,3: Queensland
4568,2667,21,0,21,32,102,343,1149,862,160,44,989,830,310,26,517,88,365,3736,3: Queensland
4569,1288,0,0,0,14,50,220,656,262,50,18,384,354,178,0,313,56,160,1756,3: Queensland
4570,32390,1524,489,429,418,1789,5522,15244,10058,1783,473,11382,8770,4553,317,9983,1165,5758,46427,3: Queensland
4571,641,0,0,3,20,46,128,275,128,34,8,224,156,70,0,158,34,79,903,3: Queensland
4572,1286,285,1930,87,67,551,1954,1173,657,192,40,1524,739,376,28,1711,357,344,4235,3: Queensland
4573,17163,3910,1897,63,77,1096,4634,10203,8125,1345,153,7980,7814,2941,164,6129,1003,2568,31392,3: Queensland
4574,1051,0,0,27,26,82,223,454,201,48,28,412,257,84,16,289,38,127,1432,3: Queensland
4575,14345,3384,3436,73,98,842,6235,9111,6679,1261,171,7791,6075,2688,207,6712,1252,2506,28022,3: Queensland
4580,4114,157,167,228,85,318,881,2366,1022,118,22,2250,508,356,23,1749,158,660,5219,3: Queensland
4581,795,152,88,61,34,102,302,505,249,30,14,488,144,78,7,525,52,111,1415,3: Queensland
4600,739,8,22,0,6,80,169,354,128,8,18,305,115,65,6,276,26,110,910,3: Queensland
4601,856,10,29,11,15,52,185,380,219,40,20,304,217,63,0,335,25,85,1145,3: Queensland
4605,3052,15,138,20,28,106,609,1534,719,191,56,974,678,580,55,930,74,418,4770,3: Queensland
4606,1803,91,24,11,16,124,338,970,388,86,17,643,399,217,28,691,51,285,2399,3: Queensland
4608,718,0,0,0,20,36,116,328,140,44,18,260,152,50,10,212,24,96,920,3: Queensland
4610,10250,365,702,67,62,409,2026,4780,3672,586,127,3529,2819,1408,159,3558,449,1807,15212,3: Queensland
4611,90,0,0,0,0,13,12,30,30,0,0,36,26,8,0,16,0,9,129,3: Queensland
4612,164,0,0,15,13,24,36,58,32,0,3,61,32,18,0,70,6,33,250,3: Queensland
4613,663,9,0,6,27,52,200,267,97,24,9,252,113,48,8,255,31,103,886,3: Queensland
4614,954,34,0,19,11,42,189,510,194,30,7,358,158,119,28,344,40,173,1226,3: Queensland
4615,5320,29,209,149,96,439,1179,2588,1129,216,72,1986,1075,635,59,1972,201,1033,7356,3: Queensland
4620,360,0,0,0,0,28,82,158,52,24,7,130,54,30,12,122,18,39,448,3: Queensland
4621,1422,11,0,35,21,110,308,694,245,57,12,508,273,126,14,522,57,181,1808,3: Queensland
4625,1834,80,10,54,20,96,382,887,478,81,12,674,440,203,20,663,56,265,2681,3: Queensland
4626,1350,5,62,54,15,85,237,701,335,59,14,510,334,103,30,455,98,149,1992,3: Queensland
4627,568,16,32,6,5,38,149,251,140,34,12,191,141,66,10,219,12,70,848,3: Queensland
4630,1827,15,13,17,12,58,343,917,422,80,14,683,388,151,14,602,51,200,2337,3: Queensland
4650,24609,1408,797,348,217,1585,6033,12468,6000,1135,250,9065,5723,3546,265,8909,973,4767,34942,3: Queensland
4655,44521,5807,1405,872,348,1925,9981,21851,18562,2307,594,20333,11189,6767,497,16155,2015,8229,66789,3: Queensland
4659,4193,22,126,247,53,395,731,2002,1191,158,52,2193,626,376,62,1390,188,671,5358,3: Queensland
4660,5899,84,132,261,95,326,1153,2973,1358,240,58,2799,1133,526,38,1956,202,889,8048,3: Queensland
4662,560,0,0,0,16,14,98,254,122,32,14,172,132,96,16,139,20,97,841,3: Queensland
4670,54732,5152,4461,1073,468,3402,13774,30348,17691,2712,678,22451,15405,8541,714,21383,2350,9817,84718,3: Queensland
4671,4616,85,18,87,126,441,1045,1946,926,172,48,1734,959,524,44,1391,238,770,6285,3: Queensland
4673,490,0,0,29,0,67,93,246,86,18,8,213,99,45,0,141,22,69,669,3: Queensland
4674,1219,0,0,19,51,185,310,450,177,43,6,514,202,100,14,387,44,193,1579,3: Queensland
4676,140,0,0,0,10,22,37,32,34,0,10,40,26,12,0,43,0,12,177,3: Queensland
4677,2788,87,148,86,112,288,683,1269,623,118,22,1196,707,241,25,940,130,363,4217,3: Queensland
4678,557,56,9,3,0,19,170,280,148,26,8,300,142,45,16,147,24,59,818,3: Queensland
4680,34010,2645,3114,425,155,1189,6011,16530,15955,2229,424,11398,12944,5280,364,11970,1370,5324,55339,3: Queensland
4694,79,0,0,0,0,0,20,51,10,0,0,34,16,6,0,24,0,15,112,3: Queensland
4695,745,0,0,3,0,56,143,310,158,44,16,281,212,76,8,156,18,102,1114,3: Queensland
4697,76,0,0,0,0,0,18,32,14,0,0,35,20,20,0,10,0,16,143,3: Queensland
4699,321,0,0,0,6,14,67,120,76,22,10,116,104,29,0,74,0,30,451,3: Queensland
4700,10847,983,1276,35,83,866,4015,5834,2408,649,186,3205,3037,1970,262,5271,603,2091,17312,3: Queensland
4701,28143,2798,1309,48,74,999,6488,15351,8858,1665,376,8839,9299,4742,426,9943,1163,4713,43828,3: Queensland
4702,18932,213,109,368,212,1007,1940,7049,7844,1120,281,6076,6360,2355,175,4640,515,2578,29819,3: Queensland
4703,15377,1042,1414,225,174,1072,3026,6536,6837,1073,189,6293,5379,1988,161,5141,507,2139,25129,3: Queensland
4704,99,0,0,0,0,6,9,46,29,6,0,36,20,6,0,29,6,7,126,3: Queensland
4705,238,0,0,20,8,21,36,98,93,22,8,111,80,21,0,77,6,12,405,3: Queensland
4706,73,0,0,0,0,0,30,34,6,0,0,34,16,10,0,24,0,0,72,3: Queensland
4707,207,0,0,0,8,18,52,91,16,6,6,47,44,14,0,91,8,13,254,3: Queensland
4709,426,7,0,0,0,3,11,231,176,0,0,124,194,20,0,85,20,59,732,3: Queensland
4710,3540,204,104,35,21,146,582,1532,1515,156,29,1437,858,502,40,1089,96,562,5119,3: Queensland
4711,1154,0,0,5,0,3,28,334,573,156,50,443,490,108,6,110,8,147,1787,3: Queensland
4712,185,0,0,18,0,15,33,86,56,0,0,52,50,28,7,66,0,15,262,3: Queensland
4713,419,20,88,0,0,35,236,206,92,12,0,41,91,260,21,154,10,37,1019,3: Queensland
4714,2261,25,18,30,32,181,749,933,300,68,12,601,346,304,42,967,104,444,2945,3: Queensland
4715,4351,182,233,47,5,224,660,2180,1486,273,62,1437,1610,453,51,1328,178,459,7068,3: Queensland
4716,608,0,3,0,10,13,41,294,202,30,8,224,192,26,6,150,16,54,825,3: Queensland
4717,2771,54,150,5,6,32,277,1708,804,132,36,757,988,361,32,835,91,348,4702,3: Queensland
4718,1571,24,39,13,8,45,160,884,442,70,18,452,528,160,18,515,39,169,2582,3: Queensland
4719,760,0,16,22,11,44,143,374,152,46,22,245,200,58,6,275,14,93,1084,3: Queensland
4720,8029,1005,796,54,71,314,1504,3778,4172,697,165,2713,3842,1059,105,2758,403,1085,15031,3: Queensland
4721,2249,211,27,71,35,119,331,1171,749,164,65,760,838,207,18,813,68,213,3962,3: Queensland
4722,965,20,30,3,0,30,129,428,322,80,43,349,333,63,14,294,6,90,1640,3: Queensland
4723,924,32,10,13,0,25,127,421,308,66,38,322,325,90,0,258,22,67,1596,3: Queensland
4724,379,12,0,5,0,5,66,150,96,34,25,114,126,34,3,129,6,33,559,3: Queensland
4725,1087,6,33,7,11,66,263,461,275,56,20,359,252,105,16,417,30,83,1540,3: Queensland
4726,264,0,11,3,0,18,57,132,50,23,14,63,69,32,0,126,14,17,372,3: Queensland
4727,199,0,0,6,0,0,36,86,42,18,10,68,55,24,0,66,10,22,310,3: Queensland
4728,142,0,12,4,0,12,26,56,36,12,13,36,48,14,0,52,0,5,229,3: Queensland
4730,2020,138,61,59,16,98,492,964,576,155,60,645,581,234,33,855,94,253,3177,3: Queensland
4731,162,0,0,6,0,21,39,76,20,6,0,78,34,10,0,52,14,3,218,3: Queensland
4732,110,0,0,0,0,11,25,32,16,12,14,30,32,10,0,44,0,3,158,3: Queensland
4733,78,0,0,0,0,4,10,25,20,8,24,31,41,0,0,10,0,7,158,3: Queensland
4735,684,6,19,29,0,95,169,310,130,31,10,238,142,54,6,341,28,49,960,3: Queensland
4736,89,0,3,0,0,8,19,31,14,6,9,30,20,3,0,46,0,5,131,3: Queensland
4737,5333,308,65,36,36,225,948,2687,1600,239,61,1944,1778,616,77,1401,161,723,8325,3: Queensland
4738,747,0,0,28,20,58,169,333,152,30,12,326,237,46,6,186,17,68,1155,3: Queensland
4739,265,0,0,4,0,21,52,134,50,6,0,95,44,16,0,100,0,17,340,3: Queensland
4740,50124,7731,2859,725,293,3078,11543,27282,19830,3040,459,18547,19079,7714,759,18931,2358,7072,85500,3: Queensland
4741,4464,77,15,60,51,222,757,2043,1219,262,70,1715,1571,337,26,960,93,439,7346,3: Queensland
4742,504,33,0,15,8,21,77,216,181,32,28,165,177,41,8,173,35,54,1192,3: Queensland
4743,281,46,0,0,0,29,52,164,70,9,0,77,91,42,0,129,3,32,556,3: Queensland
4744,4312,877,75,3,8,117,648,2610,1954,228,82,1303,2290,545,51,1340,196,545,9425,3: Queensland
4745,1583,92,35,3,0,8,171,991,491,48,16,469,555,197,14,509,45,173,2918,3: Queensland
4746,823,48,56,0,0,10,140,645,131,40,10,249,365,58,4,286,28,90,1989,3: Queensland
4750,3678,189,112,71,30,149,380,1569,1786,183,24,1202,1521,554,39,865,87,493,6025,3: Queensland
4751,2911,201,19,12,3,32,348,1376,1250,172,33,1092,1165,298,12,587,101,327,4681,3: Queensland
4753,2855,21,0,0,6,44,167,839,1634,164,11,869,1358,262,26,353,48,292,4627,3: Queensland
4754,1399,31,19,7,12,30,144,584,616,64,17,465,551,172,6,249,38,193,2505,3: Queensland
4756,457,0,0,13,6,54,107,175,89,16,12,134,133,46,0,150,20,55,655,3: Queensland
4757,232,0,0,0,8,32,54,91,32,3,0,90,49,27,0,50,6,29,362,3: Queensland
4798,443,0,0,4,3,11,74,243,100,8,0,147,119,49,0,120,16,46,691,3: Queensland
4799,680,0,9,18,22,76,147,292,130,20,10,290,172,57,0,208,18,79,971,3: Queensland
4800,6325,262,375,124,91,418,1328,3166,1872,322,82,2354,2182,742,53,1938,183,770,10081,3: Queensland
4802,5016,958,1895,275,171,584,2762,3491,2241,310,83,3000,2136,1039,69,3010,700,929,13393,3: Queensland
4804,1324,41,29,0,22,62,204,719,307,62,29,439,321,144,6,499,27,152,2125,3: Queensland
4805,6978,1053,24,264,202,645,1889,3393,2188,286,81,2717,2099,873,100,2851,392,970,11646,3: Queensland
4806,2666,97,0,60,26,118,538,1408,642,98,14,1036,709,290,19,812,52,328,3771,3: Queensland
4807,7108,985,53,149,62,366,2029,4087,1828,180,20,2720,2061,850,98,2980,226,812,10785,3: Queensland
4808,789,0,0,0,0,13,94,474,186,16,6,259,273,61,6,205,14,67,1110,3: Queensland
4809,713,0,0,5,9,65,119,345,133,36,0,235,190,40,0,234,28,72,985,3: Queensland
4810,8271,4170,6146,178,149,2106,10918,7143,2297,735,235,6213,3528,2071,289,10566,1444,2107,21697,3: Queensland
4811,7964,580,843,128,100,574,1934,3700,3132,556,88,2834,2631,1205,137,2920,573,1216,13688,3: Queensland
4812,9771,4508,1487,75,81,1237,7704,6217,2377,677,185,4038,3398,2541,305,7797,829,2270,19110,3: Queensland
4814,27572,3137,746,31,129,1249,4359,13745,11343,1761,458,8509,9300,4451,591,8836,1899,4509,46193,3: Queensland
4815,13796,618,243,3,4,222,1235,8021,4493,708,209,4048,4262,2634,184,3482,525,2552,21397,3: Queensland
4816,5999,49,90,117,85,491,1324,2428,1509,255,123,2201,1588,717,128,1637,205,682,9284,3: Queensland
4817,19675,1587,161,128,45,414,1828,8787,9739,1186,234,6530,7196,3178,245,4687,708,3346,30785,3: Queensland
4818,20523,482,51,299,77,383,1090,7365,11161,1072,196,6150,8390,2719,188,3623,746,3210,32004,3: Queensland
4819,1764,196,127,33,19,146,814,913,254,49,13,837,266,186,26,866,103,217,2475,3: Queensland
4820,6497,690,17,171,78,346,1545,3229,1837,358,128,2301,1764,1007,90,2443,230,799,10732,3: Queensland
4821,807,155,3,11,3,66,228,468,240,44,53,312,265,97,12,385,44,73,1451,3: Queensland
4822,412,3,0,0,0,30,45,250,103,21,16,164,149,41,0,122,7,42,779,3: Queensland
4823,408,8,0,0,6,39,94,159,97,52,56,125,167,23,0,194,18,38,961,3: Queensland
4824,1589,47,214,130,33,184,391,881,433,78,34,530,581,214,37,760,66,157,3380,3: Queensland
4825,9856,2010,538,569,75,1233,2883,6402,2558,447,117,3283,4139,1878,195,4540,572,1038,19299,3: Queensland
4828,123,0,0,16,12,16,28,54,12,6,0,34,32,26,0,46,8,0,236,3: Queensland
4829,297,17,11,11,11,44,85,126,42,14,6,97,61,48,6,139,10,20,516,3: Queensland
4830,650,8,36,48,11,58,229,342,131,17,6,151,303,144,34,166,22,26,1739,3: Queensland
4849,860,158,115,57,0,161,407,573,134,17,0,435,145,116,7,586,66,159,1368,3: Queensland
4850,8039,394,267,98,58,415,1833,4486,1794,237,96,3243,1858,840,63,3058,190,941,10923,3: Queensland
4852,2621,242,254,59,43,221,1028,1285,656,96,12,1302,631,322,31,1031,151,302,4055,3: Queensland
4854,3603,70,240,90,41,239,803,1824,871,175,28,1351,1021,421,44,1181,209,340,5525,3: Queensland
4855,581,4,0,16,12,38,138,276,100,12,6,208,156,59,0,181,22,56,809,3: Queensland
4856,517,0,0,0,0,48,66,262,112,24,0,176,123,72,0,130,26,53,718,3: Queensland
4858,1043,29,3,26,12,17,173,579,268,44,12,358,332,117,10,298,26,95,1515,3: Queensland
4859,364,10,0,0,0,18,96,174,59,18,0,109,86,39,8,106,14,40,528,3: Queensland
4860,7014,917,375,103,39,435,2165,4203,1606,300,77,2487,2076,1109,149,2987,325,881,11316,3: Queensland
4861,1100,42,0,22,3,52,276,548,224,44,0,349,292,124,22,384,20,106,1541,3: Queensland
4865,5569,118,99,17,23,119,728,2301,2189,350,89,1765,1926,800,54,1216,158,647,8623,3: Queensland
4868,13327,1411,1326,129,136,339,3247,7685,4852,839,165,4646,4803,2778,264,4483,669,1760,22896,3: Queensland
4869,12229,181,660,21,48,251,1237,5005,5962,686,104,3299,4731,2262,151,2650,437,1680,20619,3: Queensland
4870,32401,7176,13818,569,777,6939,21428,18414,12413,2673,860,15093,14318,8436,798,22976,3503,5700,73803,3: Queensland
4871,6124,94,125,420,188,590,1209,2764,1487,326,119,2211,1860,874,101,1956,188,559,10798,3: Queensland
4872,2782,8,46,198,63,310,695,1154,557,160,59,1130,725,309,26,922,76,269,4248,3: Queensland
4873,4537,205,224,94,56,355,1295,2269,1081,84,38,1671,1174,583,65,1667,177,505,6771,3: Queensland
4874,2077,771,110,113,50,249,1044,1296,697,83,25,904,1371,369,51,792,127,190,5603,3: Queensland
4875,3037,558,178,58,12,270,957,1407,934,312,253,626,1462,964,97,1026,100,132,7526,3: Queensland
4876,1050,149,35,93,17,134,373,527,273,56,18,190,514,410,33,350,20,34,2801,3: Queensland
4877,2070,895,779,121,56,460,1767,1426,833,100,38,1782,811,331,28,1502,371,374,5462,3: Queensland
4878,8604,1846,956,74,46,567,3754,4466,3261,533,94,3518,2967,1696,119,4024,685,1297,15044,3: Queensland
4879,13014,1207,2119,40,56,651,3809,6166,6397,885,163,6192,4657,2098,161,4524,676,1817,21919,3: Queensland
4880,8456,91,622,219,87,610,1621,4051,2635,374,89,2996,2414,1252,118,2761,380,891,14331,3: Queensland
4881,3179,60,83,144,78,289,817,1407,689,139,59,1203,865,381,43,956,148,344,4826,3: Queensland
4882,2222,0,0,51,20,81,208,1045,746,120,24,857,642,191,22,528,66,191,3177,3: Queensland
4883,5819,595,423,103,64,351,1702,3330,1577,261,61,2188,1443,944,103,2624,257,801,8949,3: Queensland
4884,1454,20,3,23,11,93,257,693,384,72,8,607,334,146,0,393,46,152,1901,3: Queensland
4885,2850,13,107,0,22,249,468,1327,718,148,54,1072,743,311,18,833,61,307,4021,3: Queensland
4886,696,7,0,10,21,56,159,307,109,24,6,235,160,64,0,229,34,82,965,3: Queensland
4887,1479,13,20,23,26,162,365,585,289,37,28,486,288,163,24,553,51,166,2127,3: Queensland
4888,2102,13,28,24,63,210,600,811,327,66,32,733,343,283,30,698,84,246,2752,3: Queensland
4890,687,14,69,18,9,92,211,390,88,16,18,171,223,188,24,220,20,57,1437,3: Queensland
4891,303,3,44,111,37,120,132,115,34,19,0,171,36,36,0,264,12,25,487,3: Queensland
4892,1892,430,61,60,27,116,741,1205,478,73,23,519,827,609,139,654,60,115,5329,3: Queensland
4895,2743,203,36,144,143,459,881,1109,437,50,24,785,709,517,68,1178,97,226,4594,3: Queensland
5000,714,4401,11033,119,534,5827,12668,4306,421,62,61,6475,1683,1137,443,11045,3516,1652,18202,4: South Australia
5006,1218,2880,1604,11,91,1176,3410,2535,548,145,34,2451,1025,401,126,3408,512,612,6823,4: South Australia
5007,3039,2583,1559,23,9,764,4135,3635,558,84,16,2421,1371,878,208,3493,931,1138,8200,4: South Australia
5008,8281,2380,599,40,14,556,3858,6344,1576,218,65,2824,3305,1527,259,4159,731,1450,14384,4: South Australia
5009,3106,836,315,11,4,100,1475,2397,690,82,14,1174,1319,563,59,1506,236,444,5471,4: South Australia
5010,2905,1114,299,10,10,278,1162,2522,793,121,23,939,1522,675,136,1579,222,541,6109,4: South Australia
5011,6971,2492,1428,8,12,449,4144,6113,1759,251,43,3117,3591,1431,199,3910,620,1240,13986,4: South Australia
5012,5116,2512,556,28,17,351,2723,4855,1306,232,79,1634,3165,1543,210,2730,497,804,11757,4: South Australia
5013,6122,1769,254,46,18,363,2848,4550,1044,201,39,1666,2339,1427,192,3203,387,1163,10654,4: South Australia
5014,7862,2356,427,13,9,555,3939,5823,1392,208,38,2692,2885,1432,195,4469,386,1365,12539,4: South Australia
5015,3154,1427,878,45,20,826,2068,3045,562,52,15,1685,1102,773,84,2776,249,707,6006,4: South Australia
5016,6011,763,743,7,11,381,2210,4138,1288,149,33,2134,2123,977,59,2785,220,1091,9306,4: South Australia
5017,2962,1067,305,0,6,137,1018,3158,515,75,7,1018,1023,990,86,1705,205,725,5200,4: South Australia
5018,3409,998,196,42,27,105,806,3149,967,132,16,1885,1276,509,43,1459,93,471,5600,4: South Australia
5019,4698,2446,709,42,12,508,2932,4503,1205,166,19,2403,1926,1165,125,3657,288,1096,9385,4: South Australia
5020,1796,727,26,0,0,42,516,1490,763,87,0,974,824,321,25,741,52,235,3236,4: South Australia
5021,3414,1915,549,0,0,113,2358,2890,1433,200,42,2564,1438,557,59,2327,163,538,6768,4: South Australia
5022,8109,2745,2362,7,25,770,4452,6632,3278,485,64,4516,4309,1297,120,5141,418,1295,16343,4: South Australia
5023,9803,3460,1509,25,26,411,4749,9550,2025,220,53,3909,4175,2270,281,5961,731,1688,17880,4: South Australia
5024,8287,1461,1603,28,25,507,2836,5792,3130,454,76,3556,3964,1202,149,3746,306,972,14670,4: South Australia
5025,5948,842,301,0,0,139,1025,4572,1650,191,38,2105,2459,815,117,1933,264,696,9358,4: South Australia
5031,5391,2097,900,13,11,592,3358,4370,1224,178,61,2427,2077,1018,186,3200,1000,1059,10108,4: South Australia
5032,7416,1400,2063,0,23,745,4070,5299,1969,348,58,3075,3538,1094,177,4228,577,1010,13452,4: South Australia
5033,4694,1543,1009,0,48,587,3066,3948,733,111,30,1867,1840,911,187,3123,669,915,8870,4: South Australia
5034,5134,729,2265,8,25,522,3564,3653,1503,268,42,2640,2542,749,114,3071,507,950,10148,4: South Australia
5035,2525,1035,1851,0,25,463,3315,2295,593,89,22,1740,1542,587,123,2423,424,603,6364,4: South Australia
5037,5845,2436,1102,0,36,906,3481,5142,1253,192,43,2706,2705,966,195,3832,773,1090,11702,4: South Australia
